Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199309,2.3656,2.2031,3.0572,2.9108,3.3677,3.6928,3.5962,2.3441,2.2651,2.1396,4.0509,0.9013,1.2515,1.6312,0.395,0.3542,2.2015,0.2122,-0.8587,-0.4951,-0.8785,-1.6586,-0.0633,1.3723,-3.2578
199310,5.0863,4.7994,4.6094,4.2641,4.43,3.9319,2.0951,0.8049,1.2764,0.7986,1.948,-1.2007,0.6827,0.0452,4.0845,3.3032,0.3857,-0.6312,-0.8761,-1.2303,4.1305,0.5453,-0.1138,-0.7581,5.7653
199311,-3.8817,-2.8695,-2.0831,-1.9947,-1.9054,-2.7387,-3.1646,-2.5558,-4.5111,-3.6966,-2.6183,-2.4758,-3.0149,-3.3098,-0.9911,-2.2796,-2.9307,-2.2125,-2.413,-5.1902,1.4717,-1.6503,-2.972,-3.4595,3.4239
199312,0.6808,0.7989,1.7818,1.276,1.1489,2.1989,4.4886,4.5357,1.4686,3.8672,4.0276,6.0748,5.5694,3.5046,2.8421,4.2046,5.5585,3.8703,2.3246,3.7198,0.0619,2.3001,0.6426,1.4215,2.6873
199401,2.5353,6.3479,5.3032,5.5874,6.0223,1.385,2.0935,1.8616,2.9022,5.003,1.993,1.8654,1.5579,2.1113,7.2944,2.6863,3.1326,3.9314,2.5382,2.4777,1.3388,3.8167,4.8533,2.8985,5.9091
199402,-3.1966,1.5984,-0.4672,-0.2172,0.0313,-0.3764,0.218,0.2461,-1.7443,-1.5134,-0.8532,1.9028,0.8601,-1.8658,-1.6962,-0.997,-0.101,-1.5658,-2.5406,-5.1072,-1.8034,-2.0071,-3.4089,-4.9451,-4.9136
199403,-7.4725,-5.2021,-4.1716,-5.0855,-3.0689,-7.255,-5.3424,-5.0614,-3.7653,-6.0325,-5.804,-4.7278,-4.6383,-3.9942,-5.6954,-5.5226,-4.8628,-4.5997,-2.751,-1.9545,-4.7551,-3.8504,-2.8363,-4.6203,-4.4331
199404,-3.7244,-0.5722,-1.4664,-0.6468,0.6948,-0.882,0.6322,1.7301,1.3886,2.2731,-1.544,2.2886,0.826,0.9536,1.6925,-0.2966,0.6059,1.8225,2.3104,1.4139,1.4045,-1.0589,3.0746,1.245,2.1552
199405,-2.2824,-2.0813,-0.3642,-0.4029,-0.5357,-2.4051,-2.3573,-1.2181,0.1391,1.1916,-2.115,-1.5601,0.3624,-1.2759,-0.1995,-0.1704,0.114,0.1974,-1.255,-1.7544,1.1602,3.8952,1.8254,0.6958,1.1469
199406,-6.724,-4.3342,-4.5802,-2.2003,-1.7486,-5.5166,-2.7739,-0.8504,-1.2523,-1.3168,-4.4992,-2.6204,0.0823,-0.9779,-1.7287,-5.1754,-2.5809,-2.2054,-1.7311,-4.1841,-2.4607,-3.0781,-2.1279,-1.7658,-3.5797
199407,0.4373,-0.2313,0.033,0.5045,1.3469,2.4385,1.8703,1.6784,2.1482,3.1601,3.0996,1.954,1.8472,3.2087,4.0494,2.2541,2.7598,3.8913,5.1415,5.2907,2.6749,3.2856,4.6274,3.478,2.556
199408,3.5571,4.4903,4.2776,2.3153,3.1093,9.2396,5.7314,3.7072,4.4739,4.9041,9.8086,4.2564,5.4143,1.8833,6.2508,7.941,5.302,1.9155,3.1035,5.2586,6.2311,2.8122,1.6355,4.2358,1.9561
199409,1.0487,1.6582,1.0084,2.5708,0.7713,0.199,0.6688,-0.2337,-0.767,-1.598,1.056,-1.9537,-1.8437,-1.3935,-1.3347,-0.5179,-2.5777,-1.9807,-3.701,-2.8021,-0.5573,-3.8163,-3.0618,-3.2312,-6.0177
199410,-0.9916,1.1992,-0.0483,1.7143,-0.2627,1.6727,-0.0206,-0.5995,-0.9587,-3.4776,3.0878,-0.0496,0.037,-1.4854,-1.7808,1.3539,1.0005,-0.039,-0.2403,-2.8014,3.066,1.6738,3.9162,2.076,0.1161
199411,-4.4062,-3.283,-3.5965,-2.9408,-3.0005,-2.6891,-3.8051,-3.7186,-3.7048,-5.3536,-5.5188,-4.2824,-4.181,-3.3615,-5.1114,-3.8154,-3.5076,-4.2322,-3.6166,-6.2355,-1.7822,-4.7801,-2.7788,-5.4069,-3.8289
199412,-3.1264,-0.4217,-0.3572,0.1714,-0.2368,1.7544,2.1868,2.3908,2.3624,1.3805,1.7663,3.5692,2.1283,3.1219,4.5029,1.9159,1.0503,0.4388,0.8394,1.4324,0.6601,2.1992,0.6543,1.7995,2.0812
199501,1.723,2.2247,3.6001,1.2784,2.5948,-1.7041,-0.9038,-0.3583,-0.372,0.0895,-1.7239,-1.2725,-0.9937,0.8713,-0.228,0.7436,1.0995,1.5324,3.4704,2.408,2.8608,3.3978,4.1838,2.0286,1.3251
199502,2.2432,3.4651,1.8862,2.0361,3.5054,3.5896,3.6691,3.5532,3.9815,5.3847,5.7033,4.5053,4.3532,4.6917,5.7447,3.9339,5.4686,4.7731,3.7723,5.1731,3.3652,4.5596,2.6727,4.38,6.4333
199503,0.8446,1.9721,0.9249,1.2433,0.734,4.0714,1.9213,2.9293,1.4852,2.1003,3.5744,2.0553,1.0898,0.4096,1.543,3.1495,3.4063,1.9116,2.2295,0.5315,2.9169,3.2028,2.6087,2.366,2.0374
199504,1.71,3.3042,2.6047,2.1236,4.3228,0.3087,0.9856,3.7184,2.9513,3.0804,0.279,0.709,2.318,3.7698,2.5482,1.1008,1.7489,3.0625,1.2741,3.1906,2.5141,2.505,2.8332,3.6687,5.1139
199505,1.7056,2.5718,1.2747,1.4711,3.3556,1.2746,1.2835,1.4417,2.6798,2.8914,2.1392,-0.5568,2.8277,2.8316,2.4529,2.0724,1.7537,2.1686,3.7218,4.7767,3.8002,2.9679,4.7737,5.156,6.0142
199506,7.7525,8.0191,5.8377,4.3344,5.215,9.6023,4.3769,4.093,4.9443,4.2986,6.4579,2.4823,3.7694,3.1807,2.4175,6.7675,3.8396,2.1191,2.4359,3.0631,3.9573,1.6707,0.2255,2.1505,1.5491
199507,7.0147,6.1855,5.8666,4.2717,4.9968,8.8249,5.9658,3.7478,6.1776,4.7171,8.2305,4.1608,4.4675,4.6313,5.5389,8.3573,5.4033,3.6711,4.0974,3.1601,2.9607,3.3946,4.1474,3.8412,2.9931
199508,4.1954,4.7989,4.2749,3.8893,4.1203,0.686,1.4381,1.9195,3.2405,3.7047,0.3942,1.5086,1.8455,3.3899,3.9571,0.1186,1.863,1.8371,2.0591,3.4404,0.0073,0.8344,-0.2148,1.5769,4.2171
199509,3.2509,2.8615,1.7034,2.3108,2.3826,1.9988,2.1116,1.8564,2.5164,0.0882,2.7734,0.5578,2.1283,2.2325,-0.6792,3.9574,1.5655,1.9073,2.4556,1.2675,5.8315,3.9502,2.2288,5.5501,3.9372
199510,-6.1005,-6.2145,-5.0563,-2.5537,-2.8636,-6.9433,-6.7986,-5.4957,-4.4422,-5.1896,-2.6288,-3.9537,-2.4082,-3.3843,-3.4385,-1.654,-4.4432,-2.4977,-0.0964,-2.8465,0.5649,1.1067,0.5673,-3.2846,-3.8267
199511,1.8403,2.2909,1.0251,2.3441,1.4575,4.6618,4.6083,3.7852,5.3283,5.7558,6.3141,3.241,3.6019,4.6354,6.3385,4.4795,3.5482,4.1737,4.5769,5.9463,4.5728,2.4959,4.3503,6.9565,5.074
199512,2.3176,3.2712,1.5205,1.5641,1.3767,2.7301,3.3732,3.267,2.7175,3.2827,1.593,2.0733,2.904,2.9197,0.7146,-2.023,0.8712,1.5336,1.2023,-0.6929,0.572,2.0224,3.5351,1.3245,3.0243
199601,2.056,-0.0982,1.1743,0.8741,1.1251,-0.5762,-0.9557,0.4477,-0.5435,1.1582,-2.5185,0.5752,-0.1319,1.4998,0.247,1.5771,2.2334,2.0116,1.612,2.1869,3.9214,3.0119,3.0539,3.5659,3.4508
199602,3.4111,1.9928,3.2918,2.7214,3.3265,5.0756,4.7522,1.7456,2.2219,1.6869,5.8095,3.8043,2.0873,2.2328,1.7033,5.2104,0.8065,1.3734,0.948,-1.0854,1.0105,1.6416,1.5278,1.2541,2.2215
199603,2.8615,3.7319,2.4361,4.6646,2.0717,2.4182,2.1839,1.2352,1.7934,3.9095,2.5647,1.6129,3.6016,3.1267,2.1065,1.1624,1.1722,1.9864,0.6503,2.6414,-0.3124,1.2355,1.0228,2.2731,2.6769
199604,8.6114,9.4924,9.1235,5.6198,5.6471,10.4548,7.784,2.7884,4.0202,6.2555,6.4299,3.4455,1.95,1.6472,0.4777,6.3407,5.016,3.2545,0.1886,-1.9405,1.4479,2.7598,1.5108,-0.9289,0.2603
199605,8.0546,6.0118,8.4679,7.2951,5.0301,6.264,3.9108,4.395,4.7009,7.5584,3.5362,3.1599,1.5655,1.8896,0.6847,3.0131,0.1239,1.3064,1.2282,0.4179,4.5373,0.9887,0.3598,2.4924,2.7191
199606,-7.4869,-5.8331,-4.9646,-3.2607,-2.3445,-6.6696,-3.8098,-1.9733,-0.3132,-5.4313,-7.7922,-1.3764,-1.242,-0.5225,-1.0857,-4.1019,-2.1841,-1.2964,0.9539,0.5325,1.4527,0.1648,0.4429,-0.6286,-2.5636
199607,-14.5856,-9.8212,-7.6166,-4.2927,-5.7306,-15.4068,-9.3438,-7.0612,-4.9623,-6.1479,-11.8318,-7.032,-4.8894,-6.122,-6.0606,-8.9306,-5.0601,-5.2224,-4.201,-5.3094,-5.1789,-4.2933,-2.9436,-3.9728,-4.6568
199608,4.6587,4.5567,3.9395,4.0286,3.934,7.694,6.3601,2.5425,4.8014,5.2546,8.2086,6.3493,5.7715,7.0192,4.3248,5.6965,5.7246,5.0373,4.8059,4.5665,1.4433,1.6914,4.2503,2.3729,2.8224
199609,2.747,2.6984,2.3385,2.9707,2.9228,5.6986,2.8244,2.2731,3.6782,4.1474,7.7321,4.6627,3.1472,2.0012,2.4407,5.7436,4.5532,3.0768,4.1167,3.7492,7.2999,4.7387,4.8093,3.5298,1.4872
199610,-5.6222,-2.1698,-1.2659,1.2544,0.8883,-5.2333,-2.0614,1.18,2.0538,1.1228,-6.4661,-2.6349,0.3677,2.2061,-0.2322,-3.7593,1.8287,1.5456,2.6755,3.1488,1.4544,1.7376,4.6112,4.94,5.9576
199611,-0.7197,2.2421,3.4257,4.5401,4.1981,1.3893,3.2215,5.0186,4.0835,4.2227,1.815,6.3832,6.2874,6.2337,4.5839,5.6621,5.2186,6.5032,5.8358,8.63,7.7991,6.8168,8.0841,8.469,6.9112
199612,-0.8764,1.9308,2.2954,2.2509,1.7699,1.512,1.5646,3.63,3.7588,1.9805,-0.5016,0.4891,1.9519,0.6195,1.8734,-2.209,0.1598,-0.2569,0.4159,1.8016,-2.1921,-0.3484,-2.6435,-1.7193,-2.3746
199701,6.2156,5.6277,6.4681,4.7074,3.7848,3.8077,3.5792,1.2287,1.0935,1.8934,0.2566,3.5239,2.107,2.8583,4.5602,2.335,3.9862,3.4985,1.5735,5.0034,7.9491,5.4594,5.2018,4.9362,3.7747
199702,-5.8681,-5.0961,-1.8001,0.2713,1.0803,-9.1669,-1.9164,-1.0416,1.2405,2.2778,-6.6164,-0.4411,0.5229,0.9644,1.4369,-3.9256,1.4218,0.9536,2.3453,3.5476,0.6143,-0.7092,-0.0325,3.1239,3.0198
199703,-9.6466,-6.4917,-3.4059,-1.9569,-2.1731,-9.1204,-5.807,-2.2696,-2.7188,-1.3985,-7.9622,-3.7071,-3.1568,-2.2704,-2.6616,-7.2133,-4.8155,-2.3842,-4.2936,-3.6301,-5.4558,-2.3882,-2.8657,-5.2716,-5.5564
199704,-5.1948,-3.7345,-3.1359,-1.5253,-2.5289,-4.188,0.1342,-0.6473,2.077,0.5693,-1.3629,2.9556,3.4006,3.2689,1.5539,1.9184,2.8921,2.7242,2.7619,1.9183,8.1651,3.4084,5.1366,3.7312,3.9435
199705,12.2045,12.5048,10.3198,8.3352,8.1625,17.6683,12.8562,9.6654,9.7917,8.0238,15.3895,10.7434,6.6977,7.037,8.2829,9.7637,7.2795,5.4288,7.1606,7.7508,6.3811,7.1479,5.1091,5.2665,5.4763
199706,3.9769,4.7245,5.8261,7.8722,7.0711,2.9816,4.6137,6.3304,5.8216,6.4131,4.0594,3.3544,5.27,5.1033,5.7362,2.0943,4.2482,4.0479,3.6166,4.1847,4.3712,3.8139,4.9064,4.8105,2.0833
199707,3.8498,5.1383,6.1068,6.0227,5.8952,4.984,5.8325,3.8379,5.2019,5.5019,5.1423,6.8239,6.47,5.6235,6.2814,6.8033,6.8983,7.0936,7.2151,6.0594,8.1078,7.7799,10.0291,6.5299,9.379
199708,5.7735,4.5861,3.1459,4.0043,4.3045,3.8697,1.4316,4.3072,2.3837,3.5543,2.7649,3.2315,1.0537,-0.1899,1.0028,0.2184,0.1419,0.2062,-1.0054,0.4015,-7.2113,-3.5921,-5.7147,-5.4646,-2.9489
199709,10.4498,9.8439,9.8152,8.1335,8.8038,7.5798,7.952,7.8957,8.0377,6.6181,7.0601,6.9448,7.447,6.6545,6.4317,5.2079,4.8777,5.9688,6.0317,4.0086,4.8681,5.571,6.0672,6.6881,6.3431
199710,-5.6123,-3.588,-3.8853,-1.0925,-1.087,-6.1866,-4.6415,-3.9093,-2.9471,-3.477,-6.2714,-3.6099,-3.6108,-2.2331,-3.7237,-6.5932,-5.7344,-2.3935,-3.8345,-6.0277,-2.3612,-3.9618,-3.176,-2.1296,-3.0947
199711,-3.4627,-3.2477,-2.0247,-0.148,-0.4392,-3.3198,-2.3372,-0.8634,0.5467,-0.5872,-3.2773,-2.7198,1.9885,2.6438,0.5965,0.7388,0.68,3.5353,3.8097,2.9199,5.3476,5.2306,2.9576,4.6689,2.2895
199712,-6.0356,-3.2497,-0.7661,0.0514,1.4746,-0.7139,-1.8943,1.6888,3.7489,2.2848,0.9001,0.3795,2.9218,4.773,2.8629,-1.7435,1.9511,3.5182,6.1795,0.9527,1.1728,1.6547,3.505,3.1665,5.0221
199801,0.2279,-0.7047,-1.2779,-1.1338,-0.6095,-0.0144,-1.1135,-2.4477,-2.1644,-1.5739,-0.4146,-2.0238,-1.708,-4.4568,2.6879,-1.8555,-0.0247,-2.4236,-1.2735,1.3512,3.9468,-0.1936,-3.3741,0.1598,0.6155
199802,6.0486,6.8537,5.6638,5.8075,6.607,9.0871,8.275,9.3116,7.0336,7.0867,8.9992,9.345,7.0023,8.7816,8.7415,9.6227,7.5878,7.0484,5.7978,6.4667,7.2358,6.1299,9.1163,7.0401,9.399
199803,5.1847,5.0984,5.4604,4.7769,4.9622,4.5716,6.0458,2.5703,4.327,4.6865,4.1881,3.0852,4.8911,4.3134,6.466,3.7108,5.4293,5.1348,4.0876,7.5435,4.5818,5.1283,5.515,7.4355,7.3942
199804,2.227,2.8676,3.6033,2.7572,2.3869,-0.273,1.6071,0.9627,2.5722,1.8794,1.1255,-0.3159,0.5698,-0.1671,1.1969,-0.112,-0.0768,0.212,0.0415,1.1835,1.181,1.7807,1.5544,0.9843,1.4047
199805,-6.246,-7.0828,-3.3421,-2.8889,-2.5947,-8.6356,-5.9026,-5.2124,-2.7693,-3.7226,-7.373,-6.3131,-4.7839,-4.3334,-3.2385,-5.3988,-2.9697,-3.6266,-2.175,-3.54,-2.3471,-1.6508,-2.7127,-0.8779,4.2974
199806,-0.503,1.2301,-1.5126,-0.866,-1.6698,1.8799,-1.1907,-0.8281,-0.8419,-0.1716,3.7796,-1.8005,-1.4434,0.5239,-0.2731,1.1155,-0.0783,0.4739,1.2145,-0.1522,7.6651,1.4284,2.7947,3.2923,2.9925
199807,-7.6157,-7.5964,-5.5627,-6.1936,-5.9149,-7.5841,-7.2817,-9.5754,-8.2115,-7.3043,-8.1433,-7.2919,-8.0645,-8.9299,-7.3318,-5.7317,-5.822,-5.3987,-5.0431,-4.2607,-0.0025,-0.3321,-2.5557,-4.0965,-0.5783
199808,-27.4056,-21.3028,-20.7051,-19.0243,-18.3614,-25.3591,-19.8084,-17.632,-17.4527,-17.2554,-23.344,-21.4113,-17.0264,-16.2602,-16.9918,-20.6053,-18.9416,-16.8526,-11.8326,-13.0364,-13.1162,-16.0486,-17.1971,-12.9933,-15.6016
199809,6.4881,3.9351,3.8534,2.9636,1.4756,11.9539,7.7264,5.1378,4.7387,4.996,11.8945,4.844,8.7067,4.8687,1.9896,6.779,6.7935,6.9254,5.0962,6.1093,8.4718,4.2529,4.5453,1.9951,7.2199
199810,3.4138,2.8477,1.6928,2.9747,0.9721,4.7026,6.0081,3.4686,3.042,2.627,4.3697,6.7095,4.202,3.8414,4.4326,8.5425,9.657,5.8807,3.8558,4.1293,7.6779,9.0995,8.2557,7.0908,6.8337
199811,9.9985,8.4441,6.3773,6.9839,8.3646,9.6858,6.2548,3.8201,4.5254,5.0936,8.8859,6.1905,3.6389,1.97,3.9456,7.3654,2.3355,4.0262,4.1659,3.3166,7.6215,6.6075,4.3576,5.3239,5.2068
199812,4.3312,1.7026,3.5996,0.3561,1.6678,7.1754,5.2515,2.5732,4.2898,5.0162,11.8923,7.0998,4.0103,3.9144,3.7222,10.6382,4.2438,3.3624,3.4128,2.0654,9.2892,4.0181,1.8753,1.0937,4.8202
199901,8.1338,4.6264,5.5094,3.6293,4.3268,5.9933,1.0926,-2.3503,-2.3287,0.6891,4.6803,1.638,-2.3912,-2.2674,-3.0095,1.4457,-2.3095,-2.7204,-3.6888,-2.4691,6.0979,3.1229,-0.5493,-0.1385,4.761
199902,-7.6269,-7.6374,-6.5523,-5.2869,-5.858,-9.2691,-9.8332,-6.3737,-8.3368,-10.5849,-9.133,-9.0542,-5.3454,-7.4752,-4.8375,-5.3999,-3.4929,-3.014,-3.9478,-2.1079,-4.7507,-2.0218,1.889,-1.3284,-2.7667
199903,-3.2062,-6.2849,-1.7581,-3.4351,-3.1932,0.5768,-0.1063,0.8499,-0.6404,-2.9721,4.0398,3.4778,2.6772,-2.1636,-0.4484,3.2898,4.0018,1.4911,0.4555,-0.3031,4.8119,1.5746,5.8422,4.2567,1.6034
199904,7.7638,8.698,12.3888,10.4038,9.1551,10.8665,9.3828,7.5589,8.0962,8.413,7.5753,13.1384,10.4402,8.2252,9.8181,7.0189,10.2503,9.4074,9.9188,10.9755,-0.3665,9.0163,7.629,7.8022,4.8995
199905,1.8255,4.3066,0.3716,3.2998,4.6271,1.4275,0.4869,2.2617,4.6012,4.1371,-0.2349,-0.5889,1.1515,2.4979,2.5954,3.0294,-0.4627,1.3048,2.5345,0.0461,-3.7479,-0.2058,-1.9357,-0.0445,-1.2848
199906,6.5545,8.3183,8.3005,6.0786,5.988,8.1457,7.5116,7.3437,4.6861,6.5177,4.6195,4.3091,2.7954,2.8112,4.9762,7.7665,8.736,2.6476,2.3939,4.1326,6.7441,4.9933,2.3753,0.0754,-0.6389
199907,0.8099,2.4445,1.0682,1.2605,1.8384,-2.2884,-0.448,-1.3736,-2.0621,-3.8207,-3.0795,-2.1047,-1.7487,-1.7751,-1.0035,-2.5338,-2.5171,0.1076,-1.4156,-1.8193,-3.024,-3.7096,-4.8084,-2.7838,-7.6595
199908,-3.2942,-1.2704,-2.8309,-1.6458,-3.3612,-3.1851,-3.9614,-4.1651,-3.3346,-4.1865,-2.2768,-5.5935,-3.8441,-3.529,-0.3998,-1.839,-4.4669,-2.5099,-2.3847,-6.2368,0.8114,-3.6397,-2.0482,-4.4637,2.5266
199909,1.8754,-0.2513,-1.2218,-2.6088,-3.9095,0.3516,1.0773,-0.8372,-2.208,-1.5108,3.1613,1.2479,-3.3622,-2.6995,-3.0065,1.8941,-3.7144,-3.6235,-4.8147,-1.5239,-1.9188,-3.1611,-6.9414,-8.9906,-7.6382
199910,-0.2769,1.3518,-2.302,-0.4335,-2.7086,2.7528,-0.4629,-0.7652,-1.4524,-5.3443,2.7084,0.5056,-0.9076,-1.2228,-0.0944,8.2604,1.2316,2.4764,2.8276,4.9102,6.482,10.3865,7.2395,3.0698,7.3694
199911,19.9257,11.3801,10.4386,7.0906,6.7383,11.9537,8.4303,5.3386,3.0877,3.1002,11.7909,7.1176,-1.4986,-0.4946,0.6693,11.5845,-1.2156,-1.1581,0.1176,2.9344,4.5827,-0.8415,-4.0605,-5.8114,0.3072
199912,24.8282,25.5744,7.8467,11.9715,7.6857,17.4121,12.0446,4.7332,3.815,6.8065,15.9846,9.3534,-0.0235,3.6752,4.3105,21.2152,3.3231,0.7922,6.7216,4.7012,8.3615,1.9178,1.6536,-0.0446,-0.1332
200001,9.9538,5.4182,4.8202,3.515,5.0448,0.3655,-2.0786,-2.1809,0.5853,-2.9309,-3.3819,-4.8667,-1.7804,-3.6414,-6.9842,-3.8982,-3.0533,-3.1213,-4.6854,-10.9026,-5.0921,-3.2505,-5.5847,-7.2367,-1.6292
200002,38.9449,41.0516,21.7979,25.3755,14.7989,27.7508,18.338,6.7396,8.0276,14.0444,24.6065,10.023,1.8461,-0.8169,-0.0528,26.2219,-0.0963,-1.3348,2.5794,-5.3577,0.5432,-5.3201,-9.9397,-10.1914,-8.2629
200003,-13.3767,-19.902,-8.5836,-6.4376,-3.0211,-13.261,-5.147,-1.8837,-0.3158,-1.3103,-14.9907,4.1432,10.52,6.855,11.8577,-3.28,13.4028,14.0104,10.2395,13.1038,9.2491,11.4767,9.6591,16.0942,15.6473
200004,-23.5996,-17.7223,-9.6472,-11.3434,-9.757,-11.9278,-9.1147,-4.239,-2.7454,-2.6646,-9.8816,0.362,-2.9187,3.8888,0.1531,-7.4438,-2.3261,3.6734,-0.0932,2.0394,-4.5141,-3.3649,3.2562,2.7037,6.6697
200005,-13.9811,-9.68,-4.734,-8.0313,-6.7194,-10.0466,-5.1284,-5.947,-7.4872,-0.8292,-4.9322,-3.5574,-1.0858,-0.0038,1.7141,-7.7604,1.2174,-1.8499,0.0572,0.1358,-3.7464,0.1801,4.3505,0.4599,-4.7119
200006,29.9385,27.0061,17.2427,18.2951,10.6832,14.0773,11.0282,3.9755,4.9005,9.3486,15.3067,1.5408,0.3881,-0.9614,2.4241,10.962,2.802,-3.4015,-3.2936,-4.418,5.8784,-4.2523,-7.5043,-8.547,-7.7357
200007,-8.6627,-1.2106,0.7484,1.2628,1.3722,-7.6883,-1.0409,1.6447,0.9076,2.1604,-10.3197,-0.7341,3.1866,4.0126,8.3669,-7.0811,-1.3147,3.1538,3.3529,1.2843,-2.9641,0.1007,5.7327,8.2825,1.1313
200008,9.2335,8.7612,3.7793,5.5087,5.1261,8.0323,3.7308,4.9925,6.1396,7.0064,8.7265,9.4063,6.8879,6.5999,7.7099,13.6081,6.4576,5.3381,7.5583,5.4526,7.4373,7.3838,10.173,1.8782,12.8571
200009,-10.323,-1.0933,-3.6474,-0.1146,-0.8642,-4.6506,-2.9449,0.2941,-1.2018,-2.2319,-10.3395,-2.6361,0.6181,2.6816,-1.1747,-9.4227,-0.1563,-0.9331,2.6549,-3.1432,-6.0674,-2.6383,4.3584,6.7978,-3.8128
200010,-11.9786,-10.4949,-2.4288,-5.8901,-4.1986,-9.1108,-0.7884,-1.0545,0.1337,-1.8035,-10.4931,-1.4666,-1.3953,0.4934,2.7924,-5.5775,1.9463,2.7979,-1.8598,4.1968,-2.1609,1.8649,-3.9877,4.1607,0.1889
200011,-20.8887,-12.4144,-6.7029,-4.3206,-4.4848,-18.0639,-6.1976,-2.9576,-4.1901,-3.7538,-19.9849,-7.0867,-5.7828,0.6274,1.8593,-18.5873,-0.5593,0.4849,2.1407,-1.0361,-10.6093,-5.6636,-5.0092,-1.795,-5.8513
200012,-9.6928,1.4476,0.1135,3.7002,2.7254,-0.3089,7.7337,12.4766,10.263,12.0566,2.8996,13.514,11.243,13.613,9.9395,4.6031,9.6019,10.5411,11.5583,15.9576,-1.3152,8.1009,7.3414,7.2623,1.0604
200101,27.0094,17.2347,14.0137,11.827,13.0909,15.0177,8.17,4.3445,5.5149,5.6743,12.8112,2.8043,-0.2723,-1.6528,3.3065,7.0785,1.0919,-0.4957,-2.757,3.2854,3.265,3.0164,3.7874,-1.135,2.8983
200102,-13.7064,-9.1744,-1.8152,0.4611,-0.2341,-13.814,-2.4039,-1.363,-2.001,2.3399,-17.333,-3.827,-0.404,1.2189,0.6291,-14.8992,-2.4342,0.2398,0.5788,0.6832,-11.9841,-2.8991,-0.707,2.8486,3.1302
200103,-12.2335,-1.1811,-1.1653,-0.1136,-1.8203,-5.63,-0.5614,-2.535,-1.2362,-1.2278,-11.6543,-4.4784,-3.4002,-3.674,0.724,-11.3448,-3.1354,-2.0009,-0.5266,-1.5636,-8.5223,-2.4385,-0.3606,-1.1822,-2.9725
200104,8.9175,7.0342,2.5033,4.929,5.0678,11.2406,4.9633,7.0145,4.3564,5.4459,11.3736,8.9541,5.8641,4.7312,6.0911,16.0183,7.7733,4.7718,8.1267,8.0941,9.1111,4.851,3.6199,2.7077,6.6172
200105,12.952,11.3255,9.2397,11.3782,10.5628,2.4357,3.9687,2.2285,4.9124,4.3258,4.9001,0.2123,3.1944,0.6685,1.6707,3.476,3.92,2.9614,1.0869,4.4502,0.031,1.7176,3.0613,0.9906,4.94
200106,2.3952,2.8742,4.9487,3.1064,0.1427,6.5676,9.6035,7.1138,6.3556,4.1618,4.9141,-1.0181,1.1383,0.2949,0.7651,3.6344,-1.224,-1.1714,-3.4624,3.1936,-2.2216,-3.8451,-0.1929,-2.3251,1.9424
200107,-9.3461,-7.6484,-2.3472,0.1978,-0.335,-10.2434,-7.4549,-6.599,-3.0845,-3.465,-9.2165,-4.3159,-2.9337,-0.7316,2.0462,-5.0706,-1.1562,1.0237,1.9481,-0.7068,-1.6248,-0.3527,-2.1262,-2.2045,5.4028
200108,-8.2687,-5.2648,-3.4015,-1.2683,-1.0764,-10.0589,-4.2723,-2.4672,-1.5038,-1.1907,-7.3447,-3.2079,-3.0659,-0.9083,-1.4216,-7.1721,-4.1457,-3.2219,-1.5992,-10.4636,-7.2597,-4.2154,-3.0792,-8.3521,-8.5045
200109,-15.9488,-15.1456,-10.1189,-9.3346,-13.7656,-18.684,-15.5616,-12.0388,-15.3533,-16.6687,-15.563,-13.0888,-12.1599,-12.4029,-19.1889,-16.6338,-13.0974,-9.6599,-13.8222,-17.5199,-7.4383,-8.8054,-7.1874,-11.1503,-2.2527
200110,9.0966,7.3829,6.8849,4.2216,4.7666,11.8496,8.727,5.0553,2.4868,4.1185,13.5057,6.4337,4.266,3.9728,9.7766,8.5269,3.5492,0.8314,3.9271,2.2004,3.4691,-0.5253,-1.7388,1.4097,-13.2389
200111,7.1066,10.3682,4.5097,6.2861,6.794,10.5063,8.4355,5.7727,10.2711,11.5111,9.9388,6.4747,7.2245,8.8155,12.7949,10.5831,9.2027,6.4991,10.3892,10.1413,7.904,6.0806,5.2866,10.862,12.8382
200112,12.5069,7.1297,5.8655,5.6997,7.2328,8.301,5.7765,7.0133,7.8888,7.5931,5.068,6.2327,6.8097,5.656,7.4257,3.6899,4.6155,6.0029,5.1922,4.3228,0.0237,2.7801,3.515,-1.2443,1.4929
200201,-7.9709,-1.03,2.6309,3.3528,5.0982,-6.5248,-2.4262,0.4026,0.935,1.4215,-4.7863,-1.4077,-1.1775,1.9217,3.8636,-3.7731,0.0319,1.6971,2.7276,-4.0793,-0.7345,-2.319,-1.2506,-1.0043,-6.6355
200202,-10.3069,-5.8629,-3.7031,-1.4138,-3.4017,-9.7296,-5.805,-0.6354,1.4023,-0.3768,-7.1242,-0.851,-0.2464,0.0637,3.8678,-4.1335,1.1784,1.2964,-2.4589,3.5143,-2.7102,0.7611,-0.2308,-1.3286,-10.2423
